0.3181,3100,1,2
0,200,2,2
0.2103,3100,3,2
0.04296875,3100,4,2
0.0552,3100,1,3
0,200,2,3
0.1851,3100,3,3
0.000108506944444444,3100,4,3
0.3293,3100,1,2
0,200,2,2
0.2089,3100,3,2
0.0503472222222222,3100,4,2
0.0542,3100,1,3
0,200,2,3
0.1849,3100,3,3
0.000108506944444444,3100,4,3
0.337,3100,1,2
0,200,2,2
0.2101,3100,3,2
0.0848524305555556,3100,4,2
0.0552,3100,1,3
0,200,2,3
0.1851,3100,3,3
0.000325520833333333,3100,4,3
0.3044,3100,1,2
0,200,2,2
0.2103,3100,3,2
0.0915798611111111,3100,4,2
0.0591,3100,1,3
0,200,2,3
0.1825,3100,3,3
0.000217013888888889,3100,4,3
0.2853,3100,1,2
0,200,2,2
0.2113,3100,3,2
0.0704210069444444,3100,4,2
0.059,3100,1,3
0,200,2,3
0.1809,3100,3,3
0.000217013888888889,3100,4,3
0.3293,3100,1,2
0,200,2,2
0.2071,3100,3,2
0.125868055555556,3100,4,2
0.0552,3100,1,3
0,200,2,3
0.1851,3100,3,3
0.000108506944444444,3100,4,3
0.3044,3100,1,2
0,200,2,2
0.2119,3100,3,2
0.04296875,3100,4,2
0.0603,3100,1,3
0,200,2,3
0.1815,3100,3,3
0.000217013888888889,3100,4,3
0.3044,3100,1,2
0,200,2,2
0.2109,3100,3,2
0.0711805555555556,3100,4,2
0.059,3100,1,3
0,200,2,3
0.1839,3100,3,3
0.000108506944444444,3100,4,3
0.337,3100,1,2
0,200,2,2
0.2119,3100,3,2
0.04296875,3100,4,2
0.0591,3100,1,3
0,200,2,3
0.1845,3100,3,3
0.000217013888888889,3100,4,3
0.3044,3100,1,2
0,200,2,2
0.2085,3100,3,2
0.04296875,3100,4,2
0.0651,3100,1,3
0,200,2,3
0.1851,3100,3,3
0.000108506944444444,3100,4,3
0.3044,3100,1,2
0,200,2,2
0.2089,3100,3,2
0.0704210069444444,3100,4,2
0.0783,3100,1,3
0,200,2,3
0.1839,3100,3,3
0.000217013888888889,3100,4,3
0.337,3100,1,2
0,200,2,2
0.2089,3100,3,2
0.0392795138888889,3100,4,2
0.0708,3100,1,3
0,200,2,3
0.1827,3100,3,3
0.000217013888888889,3100,4,3
0.2825,3100,1,2
0,200,2,2
0.2091,3100,3,2
0.0610894097222222,3100,4,2
0.0721,3100,1,3
0,200,2,3
0.1851,3100,3,3
0.000217013888888889,3100,4,3
0.2825,3100,1,2
0,200,2,2
0.2119,3100,3,2
0.04296875,3100,4,2
0.0734,3100,1,3
0,200,2,3
0.1835,3100,3,3
0.000217013888888889,3100,4,3
0.2825,3100,1,2
0,200,2,2
0.2079,3100,3,2
0.0837673611111111,3100,4,2
0.0524,3100,1,3
0,200,2,3
0.1841,3100,3,3
0.000217013888888889,3100,4,3
0.3181,3100,1,2
0,200,2,2
0.2083,3100,3,2
0.0503472222222222,3100,4,2
0.059,3100,1,3
0,200,2,3
0.1851,3100,3,3
0.000217013888888889,3100,4,3
0.3109,3100,1,2
0,200,2,2
0.2109,3100,3,2
0.0503472222222222,3100,4,2
0.0656,3100,1,3
0,200,2,3
0.1851,3100,3,3
0.000217013888888889,3100,4,3
0.3044,3100,1,2
0,200,2,2
0.2089,3100,3,2
0.102973090277778,3100,4,2
0.059,3100,1,3
0,200,2,3
0.1825,3100,3,3
0.000217013888888889,3100,4,3
0.2825,3100,1,2
0,200,2,2
0.2095,3100,3,2
0.0648871527777778,3100,4,2
0.0694,3100,1,3
0,200,2,3
0.1811,3100,3,3
0.000217013888888889,3100,4,3
0.3293,3100,1,2
0,200,2,2
0.2103,3100,3,2
0.0503472222222222,3100,4,2
0.0524,3100,1,3
0,200,2,3
0.1851,3100,3,3
0.000217013888888889,3100,4,3
